intermediate	according to a new census, there are more tigers in nepal than at any time since the 1970s. this has given conservationists hope that the big cats, whose numbers have been dropping across south asia for 100 years, can be saved.the number of wild royal bengal tigers in nepal has increased to 198 – a 63.6% rise in five years – the government survey showed. “this is very good news,” said maheshwar dhakal, an ecologist with nepal’s department of national parks and wildlife conservation.the census is based on the examination of pictures from more than 500 cameras in five protected areas and three wildlife corridors. more than 250 conservationists and wildlife experts worked on the survey, which cost about £250,000. dhakal said that a similar survey was done in india and the results from both countries will be published later in 2013. “it will take a few more months for india, which now has 1,300 big cats in several huge protected areas, to finish the survey,” he added. nepal has promised to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.increasing wealth in asia has led to higher prices for tiger skins and the body parts used in traditional chinese medicines. international gangs pay poor local nepali large amounts of money to kill the cats. the skin and bones are given to middlemen, who pass easily through the border with india, where the major dealers are based.one major problem is that some senior officials help mafia networks involved in the trade. conservation experts believe that the increase in tiger numbers is the result of better policing of national parks and better management of tiger habitats in nepal, where forests cover 29% of the land. but they say nepal needs to do more to protect the habitat and animals on which tigers feed so the big cats have enough space to roam and food to eat.as the number of tigers has increased over the years, conflict with villagers has increased, too. seven people were killed in attacks by tigers around national parks in 2012 compared to four in 2011, park officials said. villagers also want better protection. “the government is making conservation plans for tigers. but it should also produce plans to protect people from tigers,” krishna bhurtel, a village headman, told a nepali newspaper. wildlife authorities captured a tiger after it killed two people, including a villager who was pulled from his bed in may.thousands of tigers once roamed the forests in bangladesh, india and nepal. but their numbers have dropped to about 3,000, a 95% drop over a century. chitwan national park in central nepal has the highest number of adult tigers, with 120, followed by bardiya national park (50) and shukla phanta wildlife reserve (17).diwakar chapagain, head of a world wildlife fund nepal unit that monitors wildlife trade, said tiger skins were in demand in tibet, where rich people use them as festival costumes.in nepal, kings used to stand on tiger skins for special occasions. some wealthy nepali have tiger heads on the walls of their living rooms. tiger bones are used in traditional chinese medicines. “the trade in tiger parts is lucrative and fetches thousands of dollars in illegal markets,” chapagain said.
intermediate	from all across rwanda, and even parts of neighbouring burundi, people are coming to the southern town of butare to a little shop called inzozi nziza (sweet dreams). they come for a taste of the unknown, something most have never tasted before ð sweet, cold ice cream.here, at the central african countryõs  rst ice- cream parlour, customers can buy scoops in sweet cream, passion fruit, strawberry and pineapple  avours. toppings include fresh fruit, honey, chocolate chips and granola. black tea and coffee are also on sale.the shop, which has òice cream, coffee, dreamsó written on its signs, is taking advantage of local curiosity about the dessert ð and òchanging livesó in the process, says inzozi nzizaõs manager, louise ingabire.òice cream is important,ó she says between mouthfuls of a honey- avoured offering. òsome rwandans like ice cream, but itõs a new thing. we still have some work to do, to tell others that theyõll enjoy it.óthe shop can certainly make dreams come true. òi didnõt have a job before: i just stayed at home. now, i have a vision for the future. i am making money and i can give some of it to my family,ó says the 27-year-old.butare, which has 89,600 residents and is located 135km south of the capital, kigali, is the home of the national university of rwanda. inzozi nziza has become a meeting place for tired students looking to treat themselves to something cool and different.òitõs something uniting people here,ó kalisa migendo, a 24-year-old agriculture student, says. òif you need to go out and talk to a friend, a girl or a boy, you come to inzozi nziza for an ice cream.ómost of the ingredients are from local sources and the milk comes from nearby nyanza. the vanilla beans and cocoa are imported.inzozi nziza was opened by the theatre director odile gakire katese. she met alexis miesen and jennie dundas, co-founders of blue marble ice cream in brooklyn, new york, and formed a partnership to open the shop in 2010.òan ice-cream shop, katese said, might help to put the human pieces back together by rebuilding spirits, hopes and family traditions,ó miesen says.at the start, miesen and dundas owned the shop in partnership with its staff and had shares in the business, which is a cooperative and non-pro t. after 18 months, they transferred their shares to the women, who had by then proved they could run the business.ice cream is new to rwanda. making the business successful requires a lot of skills and changing peopleõs way of thinking because selling and eating ice cream is not part of rwandan culture.the butare shop employs nine women, who spend their spare time practising with ingoma nshya, rwandaõs  rst and only female drumming group, which was established by katese ten years ago.the musicians are hutu and tutsi women. some are survivors of the 1994 genocide, during which almost a million tutsis and hutus were killed. some members of ingoma nshya are widows, some orphans.historically, says ingabire, rwandan women were forbidden to drum and many people considered the drums too heavy for women to carry. òbut itõs something which brings unity.óingabireõs father, two siblings and many cousins were killed in the genocide. òwhen iõm drumming, it gives me power because weõre still alive and survivors,ó she says.the ice-cream parlour is in a documentary by  lm-makers rob and lisa fruchtman. sweet dreams, which tells the story of how the women have made a promising post-genocide future, also includes the female drummers.the  lm has been shown in more than a dozen countries, including the us, uk and several african states. òwe feel the  lm is about resilience, hope, bravery, resourcefulness and the ability to change the course of your own life,ó says lisa fruchtman.nannan
intermediate	the controversial auction of a banksy mural that disappeared from the wall of a north london shop was dramatically stopped just moments before it was going to be sold.slave labour is a spray-painted artwork showing a child making british flags and is seen as a critical social commentary on last year’s diamond jubilee. it was expected to sell for about $700,000 in a sale of street and contemporary art in florida.but auctioneer frederic thut, the owner of the fine arts auction miami art house, who had refused all week to give the name of the seller, announced that slave labour, together with a second work by the secretive british street artist, had been removed from sale at the auction.he would not give a reason, but community leaders in haringey, london, who led a campaign to stop the sale of the artwork that was removed from the wall of a poundland shop in wood green, were extremely happy“one of our two demands was that it doesn’t sell and the other was that we get it back again, so we’re halfway there,” said alan strickland, a haringey councillor.“i will be writing to the auction house to clarify what happened and what will happen next, but for now we are really pleased that a community campaign in london has had an impact in the us. it’s a real victory for the people.”claire kober, leader of haringey council, wrote to arts council england and the mayor of miami, tomás regalado, to ask them to stop the sale, but it appears the decision to remove the item from sale came from the gallery owners.several hours after the auction, the auction house said it had persuaded the owners of the two banksys to remove them from the sale. “although there are no legal issues whatsoever regarding the sale of lots six and seven by banksy, faam convinced its sellers to remove these lots from the auction.”critics have accused the auction house of buying and selling stolen property but thut said that the seller, who he described as a “well known collector”, was the rightful owner and that the sale was legal.he added that his gallery had received many emails and phone calls from the uk, but said he supported selling the two pieces of artwork because it would preserve them.the second banksy to be auctioned, a 2007 artwork called wet dog that was removed from a bethlehem wall and is estimated to be worth up to $800,000, was removed from the auction house’s online catalogue, but slave labour was still listed for sale right up to the 3pm start time.thut said the two pieces, supplied to him by separate owners, neither of them british, were important works in the street art scene and deserved buyers “whose first interest is in art and its preservation”.a spokesperson for poundland said it had no idea who removed the 4ft x 5ft mural from the side of one of its shops in london.banksy himself has not commented on the slave labour controversy, but he has previously condemned people who have tried to sell his artwork. he spoke out before five of his pieces were going to be sold at a 2011 auction in new york. none found a buyer.stephan keszler, the dealer at that auction, believes selling banksy’s works without his permission is legitimate.“he does something on other people’s property without asking. the owner of the property can do whatever they want with it,” keszler said.nannan
intermediate	james hamblin, senior editor of the atlantic magazine, recently did an experiment. as part of his series, ôif our bodies could talkõ, hamblin took on a no-showering challenge to examine the effect of over-cleansing the body. he reduced the number of showers he had and did not use shampoo or soap when he had a shower.he discovered what thousands of others have: the more we try to clean ourselves with soaps and body washes, the harder our skin works to restore its balance and this encourages us to begin the whole process again. showering removes oil and bacteria from the skin. many would say òthat is the reason i shower!ó but, apparently, this sometimes works a little too well, especially when you add hot water and cleansing products.you know that feeling after a shower when you feel like your skin is tight? thatõs because much of your skinõs natural moisture has been washed down the drain. also, our skin, like our gut, has millions of bene cial bacteria. showering destroys these bacterial colonies; theyõre completely destroyed by all our frequent rubbing and scrubbing. and, when the bacteria washed off by soap return, they usually favour microbes which produce an odour ð yes, showering too often may actually make you smell more. however, when you stop showering and using soap, your skin goes through an initial (probably gross) adjustment period and, then, after that, the skin typically restores balance, oil production slows and healthy bacteria  ourish.by doing the challenge, hamblin realized what other no-soap/no-shower fans have known for years: that the human body, working on its own, is actually quite lovely. and, itõs not just scent and aesthetics ð although skin experts suggest that using less soap can improve skin conditions like eczema. reducing the frequency of showers (and the number of cleansing products used) has implications for our environment. the average shower lasts seven minutes and uses 65 litres of water. thatõs 65 litres of clean, drinkable water that weõre  lling with soap and washing down the drain each day ð sometimes more than once.the vital importance of clean water is becoming harder and harder to ignore, as california enters another summer of drought. itõs becoming clear that clean water is one of the most valuable things in the world and we soon wonõt have enough. add the environmental effect of all those body wash bottles and you have a number of very good reasons to let your body be a bit more natural.if the idea of showering less and using less soap is giving you the heebie-jeebies as you remember the last time you were close to people who already donõt shower enough, relax. many people who have decided to shower less still use deodorant if they  nd it necessary (everyoneõs natural scent varies in intensity and it can be affected by a number of things including diet, hydration and exercise). and, hand-washing with soap is still recommended as a vital way to reduce the spread of infectious diseases.you donõt need to give up completely, as hamblin did, but you donõt need to shower three times a day either. there is something in the middle. our familiar, simple advice is: reduce. skip a few showers, put down the soap and let those lovely little bacteria  ourish a little.
intermediate	a car with a top speed of 25mph, two seats and no pedals or steering wheel might not make much of an impression at a motor show. but google, in the us, sent a shock through the car and taxi industries as it unveiled the latest version of its driverless car.the electrically powered vehicle, which google has begun testing around its headquarters in mountain view, california, dispenses with all the normal controls, including foot pedals. instead, it has a smartphone app that calls it and tells it the destination, and a single stop button between the two front-facing seats in case the passengers need to override the computer.the car, in fact, does all the tasks of navigation, steering, acceleration and braking.the company is building about 100 prototypes for a two-year test. the company’s co-founder, sergey brin, told a conference in california that the vehicle was “still in the prototype stage” but that the project was about changing the world for people who do not have good transportation today.he said of the car: “you’re just sitting there; no steering wheel, no pedals. for me, it was very relaxing. about ten seconds after getting in, i forgot i was there. i found it really enjoyable.”google says that the aim of the project is to improve safety and that, because the car is constructed with impact-absorbing foam at the front and a plastic windscreen, “it should be far safer than any other car for pedestrians”.the cars, which have been built specially by an unnamed company in detroit, will be used to find out how best to make driverless vehicles work. google will run a pilot programme using the cars, which are not yet for sale.one challenge is creating high-definition scans of the roads and surroundings before the cars can drive along them because they cannot collect and process enough information in real time.so far, there are high-detail maps of about 2,000 miles of california’s roads, but the state has more than 170,000 miles of public roads.google says it is interested in licensing the technology to traditional vehicle manufacturers once it has been refined.but the idea of driverless cars replacing humandriven taxis has been the cause of some alarm.dennis conyon of the uk national taxi association says that drivers will become unemployed.london has about 22,000 licensed black cabs and conyon estimates that the total number of people who drive taxis for hire in the uk is about 100,000.other car makers, including volvo, ford and mercedes, are working on driver-assisted vehicles, which, unlike google’s version, do not dispense with the driver controls.but chris urmson, director of the self-driving car project at google, said that the new prototypes dispensed with the steering wheel and brakes because a human passenger might not be able to take over in an emergency, and that it was simpler just to have an emergency stop button.urmson said: “the vehicles will be very basic. we want to learn from them and adapt them as quickly as possible. but they will take you where you want to go at the push of a button. and, that’s an important step towards improving road safety and improving mobility for millions of people.”so far, the google versions of the self-driving cars have driven 700,000 miles without an accident caused by the computer. the company says that thousands of people die each year on the roads and that about 80% of crashes are caused by human error.nannan
intermediate	dr ben brabon of edgehill university teaches a mooc – a massive open online course – in literature. the course is one of only two accredited moocs currently on offer in the uk. according to brabon, many students enrol on moocs because they are free and they enjoy communicating with other students. moocs have no enrolment criteria and no fees, so students behave very differently from students on traditional higher education courses.moocs are the newest big idea to try to make higher education available to everyone. a lot of money is being invested in new online platforms that deliver sophisticated and interactive courses to tens of thousands of students. investors hope to find a business model for moocs that will make them profitable – so far, courses have depended on universities funding their star lecturers’ course design and online teaching time. one way of making a return on the investment might be studying data about how, why and when millions of students sign up, interact with their material, submit their assignments, message each other and drop out of the course.one of the questions about the future direction of moocs is that nobody can yet say who exactly they benefit. universities who want to attract fee-paying international students onto postgraduate courses by showing off their best programmes online? students in developing countries who want access to first-world universities? employees who wish to develop their professional knowledge? people without qualifications who want to use moocs as a bridge to higher education? or hobby learners, who want to learn about a subject area in which they have an interest?moocs may be popular at the beginning, but they have very poor completion rates, says brabon. his literature course had 1,000 enrolments and 31 completions. “and almost all of those had a first degree or had been educated to degree level,” he says. “so moocs may not be opening up higher education to sectors of the population it hasn’t reached yet.”“learning online is a different thing and needs quite advanced learning skills,” confirms david kernohan, progamme manager for elearning innovation at a charity that promotes the use of digital technologies in uk education and research. “with moocs, there’s very little support available: the student does not get any individual attention. instead, they get peer support, such as online discussion forums.” although this may mean that online study is unattractive or difficult for someone without high-level qualifications, it suggests, he says, that moocs could be “a really good tool for continuing education.”at a time when the number of part-time students has fallen sharply because the price of a degree is rising, could this type of open and free-to-access course provide a new path to university-level education? could an entire degree be taught via moocs? “i don’t think that’s how moocs work,” says brabon. instead, he suggests “a blended approach that combines a campus experience with a mooc; also, perhaps, using moocs to create a global degree, with students taking courses from across the world, might be possible.”but that’s a little way into the future. for now, mooc completion certificates have no quality assurance on either the course content or its assessment standards, so employers will not be impressed by them. accreditation is now essential for moocs if they want to gain credibility with academics and employers, says brabon.some people are idealistic about moocs – they want to bring the best of first-world teaching to students in less developed countries. but there’s cynicism, too, with the suggestion that universities could use moocs to advertise their on-campus courses to bigger numbers of lucrative students from outside the eu.mike sharples, chair of educational technology, doesn’t agree with that cynicism. moocs are mainly a way to publicize and share universities’ best teaching talent, as well as encouraging interaction and getting feedback from students around the world, he says. he believes that enrolling international students onto university courses is only a secondary objective of moocs – but they could certainly be a very clever marketing idea, as he observes that “if 20,000 people sign up to a mooc – well, you only need 20 of those to enrol afterwards to run a master’s.”“in south america, china and countries in africa, there is a huge appetite for learning and some of the world’s best courses are now offered online,” adds sharples. “if people are genuinely fascinated by learning, then why not? the real challenge is to allow those countries not just to study moocs, but also to create them.”nan
intermediate	cities don’t often decide to pack their bags, get up and move down the road. but that’s exactly what kiruna, an arctic town in northern sweden, has to do – to avoid being swallowed up into the earth.“it’s a terrible choice,” says krister lindstedt of white, the swedish architects company that is managing the biblical task. they have to move this city of 23,000 people away from a gigantic iron-ore mine that is fast swallowing up the ground beneath its streets. “either the mine must stop digging, creating mass unemployment, or the city has to move.”founded in 1900 by the state-owned luossavaara-kiirunavaara mining company (lk), kiruna has grown rich off the vast amount of iron ore that is below the town but it’s now facing destruction by exactly the thing that made it rich. “the town is here because of the mine,” says deputy mayor niklas siren. “otherwise, no one would have built a city here.”located 145km inside the arctic circle, kiruna has a brutal climate. it has winters with no sunlight and average temperatures below -15c. but the iron ore has kept people here. it has become the world’s largest underground iron-ore mine. it produces 90% of all the iron in europe, enough to build more than six eiffel towers a day. and demand continues to grow.in 2004, the mining company told the town that its days were numbered: digging its shafts towards the city at an angle of 60 degrees, subsidence would soon lead to buildings cracking and collapsing. ten years later, cracks are starting to appear in the ground, and they are creeping closer and closer to the town.“the people of kiruna have been living in limbo for ten years,” says viktoria walldin, a social anthropologist who works with the architects. “they have put their lives on hold, unable to make major decisions like buying a house, redecorating, having a child or opening a business.”after years of dithering, the city finally has a plan for how it will proceed. lindstedt has a plan that shows the town’s streets and squares beginning to crawl eastwards along a new high street, until the whole place has moved safely away from the mine by 2033.a new town square is already being built, 3km to the east, with a circular town hall planned by danish architect henning larsen. twenty other key buildings will be dismantled and put together piece by piece in their new home – like an ikea flatpack on a bigger scale. kiruna’s red wooden church, built in 1912 and once voted sweden’s most beautiful building, will take pride of place in a new park, and the bell tower will stand once again above the town hall. but not everything will be saved.“i spoke to an old lady who walks past the bench every day where she had her first kiss,” says walldin. “it’s things like that – the hospital where your first child was born, for example – that are important to people and all that’s going to disappear.”called “the most democratic move in history”, the project will get £320m from the mining company for building new facilities, including a high school, fire station, community centre, library and swimming hall. but the biggest worry for most people is where they will actually live and how they will get a house or flat.“people are used to very low rents and very high incomes but, in future, this will have to change” says lindstedt. lk has agreed to compensate residents to the value of their homes plus 25% but many locals say this is not enough to afford a new-build house.a closer look at the plan shows the new town does not look like the original kiruna at all. the current town has winding streets and detached houses with gardens. white’s plan has multi-storey apartment blocks around shared courtyards in long straight streets.it is an opportunity, say the architects, for kiruna to “reinvent itself” into a town that will attract young people. there will be new cultural facilities and “visionary” things such as a cable car above the high street. but it is a vision that many of the existing residents will probably not be able to afford.nan
intermediate	will we soon live in a world where drones deliver packages? if you believe amazon, the answer is òyesó. others are not so sure: we need to make more technical progress in this area but there is also the problem of public safety.amazon spokesman paul misener told a us congress hearing recently that his company would be ready as soon as all the rules were in place. the federal aviation authority (faa) will  nally have regulations on the commercial use of unmanned aircraft by june 2016. but the technology has a long way to go before then and larger machines arenõt legal yet ð only drones up to 25kg will be legal. and the faa says that, if youõre going to crowd the skies with radio- controlled  ying robots, they must all use different radio frequencies that nobody can jam or hijack.professor sajiv singh, who runs a cargo delivery company called nearearth, said that, to pilot a state-of-the-art drone, you simply give it some basic instructions: go to this altitude, perform this short task, go back home. but even short  ights from a mobile landing pad could cause serious logistical problems, he said.òtheyõre not going to deliver from one uninhabited place to another uninhabited place; theyõre going to deliver from a warehouse to the consumer, which will probably be an urban area or a suburban area,ó he said. òin those particular cases, there are going to be hazards that the vehicle is going to have to see. maybe there will be terrain that the map doesnõt know about. then, maybe thereõs construction equipment that wasnõt there before but is there now. maybe gps signals are blocked, in which case itõs going to have an incorrect idea about where it is.ó all these problems can be solved, he said ð but itõs dif cult.one major problem is maintaining radio contact with a drone and planning for what happens if that contact breaks. òif you have an off-the-shelf uav [unmanned aerial vehicle], itõll just keep going and crash into the ground,ó said roboticist daniel huber.furthermore, òyou canõt do everything with a 25kg aircraftó, said jay mcconville, director of business development for unmanned systems at lockheed martin. òpeople in the aircraft business have to remind ourselves that the operator doesnõt really care about every little thing about the aircraft and wants instead to focus on the end result,ó he said. òoperators want to see vehicle status information; they want to see video on their handheld device or their laptop.óòtechnologically, most of the things that we need for this are in place,ó said huber. he is working on a program to allow drones to inspect infrastructure ð pipelines, telephone lines, bridges and so on. òweõve developed an exploration algorithm where you draw a box around an area and it will  y around that area and look at every surface and then report back.óhuber, who works on 3d systems imagery, said about amazon: òi have heard them say that many packages are lightweight ð a drone can carry a kilogram for 15 minutes. if you have a vehicle that can go into a neighbourhood, it can deliver from that base. you need a 15-minute distance and typical off-the-shelf drones have that distance.ó itõs one way, he said, of making sure the surrounding population is relatively safe. òthe larger you get, the more dangerous you get.óproblems with the use of drones can be solved in some very dramatic ways, huber said. at a recent conference, he said, a disaster relief drone company demonstrated a robot that could take off and, when it got tired, land on its own charging station and exchange its batteries.of course, safety is still a major concern ð singh says that, for a commercial aircraft to be allowed to  y, it has to prove a rate of one serious failure every one million hours. drones, he said, are a long way from that. òthe reaper drone has one failure in 10,000 hours,ó singh said. but they donõt consider an oil leak a catastrophic failure ð something has to fall out of the sky.part of the reason for this is that air travel is dangerous so standards are much higher. òif you  y commercial airlines, they often say, ôoh, a component has failed ð we have to go back to the gate,õó singh said. òand thatõs an established industry with 60 years of legacy! i hate to think that a drone might come down on a busy road.ó part of the solution, singh said, is planning for every situation: òif things fail, the vehicle has to do something reasonable.ónan
intermediate	when it comes to climate change, we usually just focus on the  rst part of the story, the part about the problem. we usually forget the second part of the story about the many available solutions. these solutions are speeding up recycling, slowing down emissions and providing sustainable alternatives to plastic, air conditioning, smartphones and fast fashion.the intergovernmental panel on climate change met recently in copenhagen to present its latest report on the impacts and speed of climate change. climate change is now measured on all continents. our efforts to lower emissions must be intensi ed to avoid climate change getting out of control. copenhagen looked at the risks and challenges but also the solutions.focusing on what can be done, sustainia award, chaired by arnold schwarzenegger, celebrated ten leading sustainable solutions used in 84 countries. from food to fashion, energy to transportation, education to health, the awards showed that there is an alternative to the grim-future scenarios we so often read about.from california, we saw how we can now produce plastics from greenhouse gases that are competitive with normal oil-based plastics in price and quality. from switzerland, we learned how we can recycle and reuse old clothes and shoes more effectively. and from canada, we learned how smartphones can make bike-sharing more convenient.the ten projects each offered unique solutions to sustainability challenges but it was the nigerian initiative, wecyclers, that won arnold schwarzenegger and the rest of juryõs vote. it won the sustainia award 2014.wecyclers allows poor communities to make money on waste in their streets. by using bicycles to collect and recycle waste in lagos, wecyclers lets families exchange garbage for consumer goods via an sms-based point system.recycling companies purchase wecyclersõ sorted waste and make it into products such as mattresses, pillows and trash bags. wecyclers is a response to local waste problems, where itõs estimated that only 40% of the cityõs rubbish is collected. according to the world bank, only 46% of municipal waste in africa is collected. more than 5,000 households are involved and there are plans to extend the initiative to other cities throughout nigeria.solutions to deal with climate change are often hi-tech innovations focused on cutting emissions. however, to successfully solve the variety of challenges, we need variety in our solutions as well. sustainability is not just about bringing down emissions, it is also a question of using our natural resources more intelligently and creating healthier lives for ourselves. these initiatives might be low-tech in innovation, but they are high-impact when it comes to creating sustainable change for entire communities.with a wide range of solutions for the wide range of challenges, we must focus more on the important part of the story that creates enthusiasm, momentum and that helps to create positive change.
intermediate	the duchess of cambridge gave birth to a son on monday, 22 july. the baby is third in line to the british throne.kensington palace announced at 8.30pm that the baby was born at 4.24pm in the exclusive lindo wing at st mary’s hospital, paddington, west london. “we could not be happier,” the duke of cambridge said.in a statement, kensington palace said: “her royal highness the duchess of cambridge was safely delivered of a son at 4.24pm. the baby weighs 8lbs 6oz. the duke of cambridge was present for the birth.”the queen, the duke of edinburgh, the prince of wales, the duchess of cornwall, prince harry and members of both families were informed and were delighted with the news that her royal highness and her child were both doing well.it is understood that the couple delayed making the announcement immediately so that they could enjoy some private time with their newborn. william telephoned his family to tell them the good news, speaking to the queen, his father charles and younger brother prince harry.the birth of the baby prince means the monarchy has three generations of heirs to the throne for the first time since 1894the baby is the first prince of cambridge to be born for more than 190 years since prince george of cambridge, a grandson of george iii and the only son of prince adolphus frederick, the 1st duke of cambridge.in a statement, prince charles said: “both my wife and i are overjoyed at the arrival of my first grandchild. it is an incredibly special moment for william and catherine and we are so thrilled for them on the birth of their baby boy.“grandparenthood is a unique moment in anyone’s life, as countless kind people have told me in recent months, so i am enormously proud and happy to be a grandfather for the first time and we are eagerly looking forward to seeing the baby in the near future.”the newest royal will be called hrh prince george* of cambridge.following tradition, a formal notice was posted on an easel – the same used to announce prince william’s birth in 1982 – in the forecourt of buckingham palace shortly before 9pm. within an hour, the numbers had swelled from hundreds to thousands outside the palace, with locals and tourists wanting to share in the historic moment.new yorker, sharon surloff, was delighted with her phone picture of the royal bulletin. she, her niece and her mother had squeezed through crowds to take a photograph of the easel.“the police were just saying to everyone: ‘ok, 20 seconds and then the next person’. it’s just great to be here, though. we arrived this morning, at nine in the morning, so it has all worked out beautifully.”the palace announced the birth in a press release. minutes later, as crowds of wellwishers outside cheered, “it’s a boy”, the formal medical bulletin was taken from the hospital to buckingham palace under police escort.the prime minister was one of the first to offer his congratulations. speaking outside 10 downing street, david cameron said: “it is wonderful news from st mary’s, paddington, and i am sure that, right across the country, and, indeed, right across the commonwealth, people will be celebrating and wishing the royal couple well.“it is an important moment in the life of our nation but, above all, it is a wonderful moment for a warm and loving couple who have got a brand new baby boy. it has been a remarkable few years for our royal family: a royal wedding that captured people’s hearts, that extraordinary and magnificent jubilee and now this royal birth – all from a family that has given this nation so much incredible service.”congratulations came from the white house, too, from barack obama and his wife. the president said: “michelle and i are so pleased to congratulate the duke and duchess of cambridge on the joyous occasion of the birth of their first child. we wish them all the happiness and blessings parenthood brings.”the archbishop of canterbury, the most rev justin welby, tweeted: “delighted for the duke and duchess of cambridge. may god bless them all with love, health and happiness,” he said.the labour leader, ed miliband, said: “many congratulations to the duke and duchess of cambridge. i wish them and their son all happiness and good health.”nan
